Image,Weed Pixels,Total Pixels,Weed %,Healthy %
DJI_DateTime_2024_06_04_09_29_0272_lat_10.3026261_lon_105.2720549_alt_20.257m.png,154766,1228800,12.59,87.41
DJI_DateTime_2024_06_04_09_29_0273_lat_10.3025787_lon_105.2720860_alt_20.243m.png,105520,1228800,8.59,91.41
DJI_DateTime_2024_06_04_09_29_0274_lat_10.3025312_lon_105.2721172_alt_20.210m.png,82863,1228800,6.74,93.26
DJI_DateTime_2024_06_04_09_29_0275_lat_10.3024834_lon_105.2721485_alt_20.190m.png,23957,1228800,1.95,98.05
DJI_DateTime_2024_06_04_09_30_0279_lat_10.3022919_lon_105.2722751_alt_20.180m.png,49533,1228800,4.03,95.97
DJI_DateTime_2024_06_04_09_30_0280_lat_10.3022441_lon_105.2723070_alt_20.230m.png,63819,1228800,5.19,94.81
DJI_DateTime_2024_06_04_09_30_0281_lat_10.3021962_lon_105.2723383_alt_20.217m.png,28255,1228800,2.3,97.7
DJI_DateTime_2024_06_04_09_30_0282_lat_10.3021486_lon_105.2723695_alt_20.189m.png,51730,1228800,4.21,95.79
DJI_DateTime_2024_06_04_09_30_0283_lat_10.3021011_lon_105.2724008_alt_20.217m.png,45400,1228800,3.69,96.31
DJI_DateTime_2024_06_04_09_31_0293_lat_10.3016248_lon_105.2727146_alt_20.203m.png,64298,1228800,5.23,94.77
DJI_DateTime_2024_06_04_09_31_0294_lat_10.3015776_lon_105.2727464_alt_20.214m.png,107508,1228800,8.75,91.25
DJI_DateTime_2024_06_04_09_31_0300_lat_10.3016456_lon_105.2728074_alt_20.232m.png,5943,1228800,0.48,99.52
DJI_DateTime_2024_06_04_09_32_0310_lat_10.3021220_lon_105.2724914_alt_20.149m.png,27553,1228800,2.24,97.76
DJI_DateTime_2024_06_04_09_32_0311_lat_10.3021700_lon_105.2724599_alt_20.221m.png,19883,1228800,1.62,98.38
DJI_DateTime_2024_06_04_09_32_0312_lat_10.3022181_lon_105.2724278_alt_20.205m.png,68142,1228800,5.55,94.45
DJI_DateTime_2024_06_04_09_32_0313_lat_10.3022652_lon_105.2723968_alt_20.232m.png,44055,1228800,3.59,96.41
DJI_DateTime_2024_06_04_09_32_0314_lat_10.3023123_lon_105.2723649_alt_20.248m.png,66035,1228800,5.37,94.63
DJI_DateTime_2024_06_04_09_32_0317_lat_10.3024551_lon_105.2722706_alt_20.048m.png,15101,1228800,1.23,98.77
DJI_DateTime_2024_06_04_09_32_0318_lat_10.3024965_lon_105.2722791_alt_20.322m.png,49452,1228800,4.02,95.98
DJI_DateTime_2024_06_04_09_32_0319_lat_10.3024618_lon_105.2723258_alt_20.255m.png,28512,1228800,2.32,97.68
DJI_DateTime_2024_06_04_09_32_0326_lat_10.3021523_lon_105.2725750_alt_20.203m.png,58427,1228800,4.75,95.25
DJI_DateTime_2024_06_04_09_32_0327_lat_10.3021045_lon_105.2726066_alt_20.214m.png,50122,1228800,4.08,95.92
DJI_DateTime_2024_06_04_09_33_0328_lat_10.3020564_lon_105.2726386_alt_20.201m.png,38886,1228800,3.16,96.84
DJI_DateTime_2024_06_04_11_04_0010_lat_10.3007998_lon_105.2714125_alt_20.212m.png,109518,1228800,8.91,91.09
DJI_DateTime_2024_06_04_11_04_0011_lat_10.3007796_lon_105.2714577_alt_20.234m.png,109834,1228800,8.94,91.06
DJI_DateTime_2024_06_04_11_04_0012_lat_10.3007593_lon_105.2715027_alt_20.262m.png,139513,1228800,11.35,88.65
DJI_DateTime_2024_06_04_11_04_0013_lat_10.3007395_lon_105.2715476_alt_20.223m.png,183991,1228800,14.97,85.03
DJI_DateTime_2024_06_04_11_04_0014_lat_10.3007193_lon_105.2715932_alt_20.214m.png,294464,1228800,23.96,76.04
DJI_DateTime_2024_06_04_11_04_0015_lat_10.3006991_lon_105.2716387_alt_20.189m.png,407622,1228800,33.17,66.83
DJI_DateTime_2024_06_04_11_04_0016_lat_10.3006791_lon_105.2716841_alt_20.211m.png,344895,1228800,28.07,71.93
DJI_DateTime_2024_06_04_11_04_0017_lat_10.3006592_lon_105.2717285_alt_20.182m.png,274324,1228800,22.32,77.68
DJI_DateTime_2024_06_04_11_05_0018_lat_10.3006394_lon_105.2717733_alt_20.185m.png,183876,1228800,14.96,85.04
DJI_DateTime_2024_06_04_11_05_0019_lat_10.3006201_lon_105.2718183_alt_20.210m.png,120234,1228800,9.78,90.22
DJI_DateTime_2024_06_04_11_05_0020_lat_10.3006000_lon_105.2718634_alt_20.247m.png,92922,1228800,7.56,92.44
DJI_DateTime_2024_06_04_11_05_0021_lat_10.3005793_lon_105.2719091_alt_20.213m.png,49441,1228800,4.02,95.98
DJI_DateTime_2024_06_04_11_05_0022_lat_10.3005594_lon_105.2719537_alt_20.208m.png,38325,1228800,3.12,96.88
DJI_DateTime_2024_06_04_11_05_0023_lat_10.3005394_lon_105.2719989_alt_20.198m.png,11838,1228800,0.96,99.04
DJI_DateTime_2024_06_04_11_05_0027_lat_10.3004513_lon_105.2720383_alt_20.164m.png,42422,1228800,3.45,96.55
DJI_DateTime_2024_06_04_11_05_0028_lat_10.3004702_lon_105.2719928_alt_20.195m.png,77306,1228800,6.29,93.71
DJI_DateTime_2024_06_04_11_05_0029_lat_10.3004899_lon_105.2719473_alt_20.172m.png,137307,1228800,11.17,88.83
DJI_DateTime_2024_06_04_11_05_0030_lat_10.3005093_lon_105.2719015_alt_20.201m.png,194464,1228800,15.83,84.17
DJI_DateTime_2024_06_04_11_05_0031_lat_10.3005292_lon_105.2718553_alt_20.205m.png,207723,1228800,16.9,83.1
DJI_DateTime_2024_06_04_11_05_0032_lat_10.3005490_lon_105.2718103_alt_20.152m.png,300420,1228800,24.45,75.55
DJI_DateTime_2024_06_04_11_05_0033_lat_10.3005688_lon_105.2717652_alt_20.203m.png,366527,1228800,29.83,70.17
DJI_DateTime_2024_06_04_11_05_0034_lat_10.3005883_lon_105.2717202_alt_20.221m.png,420384,1228800,34.21,65.79
DJI_DateTime_2024_06_04_11_05_0035_lat_10.3006080_lon_105.2716746_alt_20.186m.png,533374,1228800,43.41,56.59
DJI_DateTime_2024_06_04_11_05_0036_lat_10.3006278_lon_105.2716288_alt_20.177m.png,635063,1228800,51.68,48.32
DJI_DateTime_2024_06_04_11_06_0037_lat_10.3006470_lon_105.2715836_alt_20.186m.png,602866,1228800,49.06,50.94
DJI_DateTime_2024_06_04_11_06_0038_lat_10.3006672_lon_105.2715379_alt_20.241m.png,437698,1228800,35.62,64.38
DJI_DateTime_2024_06_04_11_06_0039_lat_10.3006871_lon_105.2714925_alt_20.206m.png,357646,1228800,29.11,70.89
DJI_DateTime_2024_06_04_11_06_0040_lat_10.3007072_lon_105.2714476_alt_20.274m.png,255807,1228800,20.82,79.18
DJI_DateTime_2024_06_04_11_06_0041_lat_10.3007267_lon_105.2714017_alt_20.188m.png,165640,1228800,13.48,86.52
DJI_DateTime_2024_06_04_11_06_0042_lat_10.3007462_lon_105.2713576_alt_20.174m.png,69768,1228800,5.68,94.32
DJI_DateTime_2024_06_04_11_07_0060_lat_10.3006877_lon_105.2713276_alt_20.193m.png,38256,1228800,3.11,96.89
DJI_DateTime_2024_06_04_11_07_0061_lat_10.3006686_lon_105.2713718_alt_20.244m.png,168464,1228800,13.71,86.29
DJI_DateTime_2024_06_04_11_07_0062_lat_10.3006495_lon_105.2714165_alt_20.349m.png,361202,1228800,29.39,70.61
DJI_DateTime_2024_06_04_11_07_0063_lat_10.3006295_lon_105.2714615_alt_20.306m.png,455106,1228800,37.04,62.96
DJI_DateTime_2024_06_04_11_07_0064_lat_10.3006092_lon_105.2715067_alt_20.209m.png,651403,1228800,53.01,46.99
DJI_DateTime_2024_06_04_11_07_0065_lat_10.3005895_lon_105.2715524_alt_20.205m.png,677307,1228800,55.12,44.88
DJI_DateTime_2024_06_04_11_07_0066_lat_10.3005700_lon_105.2715969_alt_20.223m.png,699059,1228800,56.89,43.11
DJI_DateTime_2024_06_04_11_07_0067_lat_10.3005498_lon_105.2716425_alt_20.234m.png,626287,1228800,50.97,49.03
DJI_DateTime_2024_06_04_11_07_0068_lat_10.3005301_lon_105.2716881_alt_20.218m.png,608168,1228800,49.49,50.51
DJI_DateTime_2024_06_04_11_07_0069_lat_10.3005105_lon_105.2717330_alt_20.180m.png,465106,1228800,37.85,62.15
DJI_DateTime_2024_06_04_11_07_0070_lat_10.3004911_lon_105.2717775_alt_20.199m.png,557466,1228800,45.37,54.63
DJI_DateTime_2024_06_04_11_07_0071_lat_10.3004709_lon_105.2718235_alt_20.190m.png,498943,1228800,40.6,59.4
DJI_DateTime_2024_06_04_11_07_0072_lat_10.3004509_lon_105.2718686_alt_20.232m.png,402801,1228800,32.78,67.22
DJI_DateTime_2024_06_04_11_07_0073_lat_10.3004313_lon_105.2719142_alt_20.230m.png,301748,1228800,24.56,75.44
DJI_DateTime_2024_06_04_11_07_0074_lat_10.3004121_lon_105.2719597_alt_20.253m.png,160151,1228800,13.03,86.97
DJI_DateTime_2024_06_04_11_08_0075_lat_10.3003920_lon_105.2720048_alt_20.253m.png,94968,1228800,7.73,92.27
DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m.png,124243,1228800,10.11,89.89
DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m.png,184323,1228800,15.0,85.0
DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m.png,201974,1228800,16.44,83.56
DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m.png,232067,1228800,18.89,81.11
DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m.png,392194,1228800,31.92,68.08
DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m.png,479102,1228800,38.99,61.01
DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m.png,568028,1228800,46.23,53.77
DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m.png,628310,1228800,51.13,48.87
DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m.png,551108,1228800,44.85,55.15
DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m.png,550039,1228800,44.76,55.24
DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m.png,499797,1228800,40.67,59.33
DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m.png,587587,1228800,47.82,52.18
DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m.png,666263,1228800,54.22,45.78
DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m.png,666252,1228800,54.22,45.78
DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m.png,548107,1228800,44.61,55.39
DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m.png,355806,1228800,28.96,71.04
DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m.png,123786,1228800,10.07,89.93
DJI_DateTime_2024_06_04_11_09_0093_lat_10.3006372_lon_105.2712811_alt_20.224m.png,9308,1228800,0.76,99.24
DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m.png,23753,1228800,1.93,98.07
DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m.png,189966,1228800,15.46,84.54
DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m.png,395135,1228800,32.16,67.84
DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m.png,433950,1228800,35.31,64.69
DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m.png,514255,1228800,41.85,58.15
DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m.png,409483,1228800,33.32,66.68
DJI_DateTime_2024_06_04_11_10_0117_lat_10.3004436_lon_105.2715544_alt_20.238m.png,476420,1228800,38.77,61.23
DJI_DateTime_2024_06_04_11_10_0118_lat_10.3004243_lon_105.2715983_alt_20.173m.png,410838,1228800,33.43,66.57
DJI_DateTime_2024_06_04_11_10_0119_lat_10.3004038_lon_105.2716442_alt_20.186m.png,407086,1228800,33.13,66.87
DJI_DateTime_2024_06_04_11_10_0120_lat_10.3003840_lon_105.2716886_alt_20.201m.png,419040,1228800,34.1,65.9
DJI_DateTime_2024_06_04_11_10_0121_lat_10.3003641_lon_105.2717343_alt_20.211m.png,443531,1228800,36.09,63.91
DJI_DateTime_2024_06_04_11_10_0122_lat_10.3003442_lon_105.2717796_alt_20.224m.png,353248,1228800,28.75,71.25
DJI_DateTime_2024_06_04_11_10_0123_lat_10.3003244_lon_105.2718251_alt_20.207m.png,220490,1228800,17.94,82.06
DJI_DateTime_2024_06_04_11_10_0124_lat_10.3003052_lon_105.2718704_alt_20.334m.png,125270,1228800,10.19,89.81
DJI_DateTime_2024_06_04_11_10_0125_lat_10.3002852_lon_105.2719144_alt_20.273m.png,89001,1228800,7.24,92.76
DJI_DateTime_2024_06_04_11_10_0126_lat_10.3002650_lon_105.2719594_alt_20.176m.png,93547,1228800,7.61,92.39
DJI_DateTime_2024_06_04_11_10_0129_lat_10.3002224_lon_105.2718953_alt_20.166m.png,76964,1228800,6.26,93.74
DJI_DateTime_2024_06_04_11_10_0130_lat_10.3002426_lon_105.2718497_alt_20.213m.png,67159,1228800,5.47,94.53
DJI_DateTime_2024_06_04_11_11_0131_lat_10.3002624_lon_105.2718033_alt_20.232m.png,92735,1228800,7.55,92.45
DJI_DateTime_2024_06_04_11_11_0132_lat_10.3002823_lon_105.2717576_alt_20.255m.png,177489,1228800,14.44,85.56
DJI_DateTime_2024_06_04_11_11_0133_lat_10.3003019_lon_105.2717128_alt_20.136m.png,265628,1228800,21.62,78.38
DJI_DateTime_2024_06_04_11_11_0134_lat_10.3003219_lon_105.2716677_alt_20.182m.png,308589,1228800,25.11,74.89
DJI_DateTime_2024_06_04_11_11_0135_lat_10.3003416_lon_105.2716226_alt_20.146m.png,327104,1228800,26.62,73.38
DJI_DateTime_2024_06_04_11_11_0136_lat_10.3003615_lon_105.2715774_alt_20.167m.png,410239,1228800,33.39,66.61
DJI_DateTime_2024_06_04_11_11_0137_lat_10.3003819_lon_105.2715323_alt_20.154m.png,405951,1228800,33.04,66.96
DJI_DateTime_2024_06_04_11_11_0138_lat_10.3004013_lon_105.2714867_alt_20.183m.png,403824,1228800,32.86,67.14
DJI_DateTime_2024_06_04_11_11_0139_lat_10.3004209_lon_105.2714416_alt_20.183m.png,395030,1228800,32.15,67.85
DJI_DateTime_2024_06_04_11_11_0140_lat_10.3004410_lon_105.2713961_alt_20.195m.png,549635,1228800,44.73,55.27
DJI_DateTime_2024_06_04_11_11_0141_lat_10.3004610_lon_105.2713509_alt_20.192m.png,432975,1228800,35.24,64.76
DJI_DateTime_2024_06_04_11_11_0142_lat_10.3004808_lon_105.2713056_alt_20.200m.png,220147,1228800,17.92,82.08
DJI_DateTime_2024_06_04_11_11_0143_lat_10.3005004_lon_105.2712606_alt_20.197m.png,65690,1228800,5.35,94.65
DJI_DateTime_2024_06_04_11_12_0151_lat_10.3006596_lon_105.2708980_alt_20.171m.png,3353,1228800,0.27,99.73
DJI_DateTime_2024_06_04_11_12_0152_lat_10.3006732_lon_105.2708531_alt_20.180m.png,5048,1228800,0.41,99.59
DJI_DateTime_2024_06_04_11_12_0162_lat_10.3004465_lon_105.2712200_alt_20.286m.png,4025,1228800,0.33,99.67
DJI_DateTime_2024_06_04_11_12_0163_lat_10.3004266_lon_105.2712654_alt_20.231m.png,82315,1228800,6.7,93.3
DJI_DateTime_2024_06_04_11_12_0164_lat_10.3004063_lon_105.2713111_alt_20.199m.png,199912,1228800,16.27,83.73
DJI_DateTime_2024_06_04_11_12_0165_lat_10.3003867_lon_105.2713556_alt_20.207m.png,291050,1228800,23.69,76.31
DJI_DateTime_2024_06_04_11_12_0166_lat_10.3003669_lon_105.2714021_alt_20.204m.png,333134,1228800,27.11,72.89
DJI_DateTime_2024_06_04_11_12_0167_lat_10.3003475_lon_105.2714474_alt_20.206m.png,230529,1228800,18.76,81.24
DJI_DateTime_2024_06_04_11_12_0168_lat_10.3003279_lon_105.2714922_alt_20.195m.png,261141,1228800,21.25,78.75
DJI_DateTime_2024_06_04_11_13_0169_lat_10.3003076_lon_105.2715379_alt_20.186m.png,307128,1228800,24.99,75.01
DJI_DateTime_2024_06_04_11_13_0170_lat_10.3002877_lon_105.2715837_alt_20.167m.png,314514,1228800,25.6,74.4
DJI_DateTime_2024_06_04_11_13_0171_lat_10.3002676_lon_105.2716301_alt_20.271m.png,236086,1228800,19.21,80.79
DJI_DateTime_2024_06_04_11_13_0172_lat_10.3002478_lon_105.2716748_alt_20.241m.png,258674,1228800,21.05,78.95
DJI_DateTime_2024_06_04_11_13_0173_lat_10.3002275_lon_105.2717209_alt_20.232m.png,188531,1228800,15.34,84.66
DJI_DateTime_2024_06_04_11_13_0174_lat_10.3002075_lon_105.2717665_alt_20.252m.png,171692,1228800,13.97,86.03
DJI_DateTime_2024_06_04_11_13_0175_lat_10.3001877_lon_105.2718126_alt_20.201m.png,138123,1228800,11.24,88.76
DJI_DateTime_2024_06_04_11_13_0176_lat_10.3001680_lon_105.2718577_alt_20.205m.png,146915,1228800,11.96,88.04
DJI_DateTime_2024_06_04_11_13_0177_lat_10.3001481_lon_105.2719034_alt_20.207m.png,123386,1228800,10.04,89.96
DJI_DateTime_2024_06_04_11_13_0180_lat_10.3001032_lon_105.2718452_alt_20.105m.png,56579,1228800,4.6,95.4
DJI_DateTime_2024_06_04_11_13_0181_lat_10.3001226_lon_105.2717996_alt_20.162m.png,75756,1228800,6.17,93.83
DJI_DateTime_2024_06_04_11_13_0182_lat_10.3001427_lon_105.2717547_alt_20.221m.png,87706,1228800,7.14,92.86
DJI_DateTime_2024_06_04_11_13_0183_lat_10.3001629_lon_105.2717094_alt_20.143m.png,50644,1228800,4.12,95.88
DJI_DateTime_2024_06_04_11_13_0184_lat_10.3001823_lon_105.2716651_alt_20.178m.png,44241,1228800,3.6,96.4
DJI_DateTime_2024_06_04_11_13_0185_lat_10.3002030_lon_105.2716197_alt_20.178m.png,55333,1228800,4.5,95.5
DJI_DateTime_2024_06_04_11_13_0186_lat_10.3002229_lon_105.2715749_alt_20.200m.png,86581,1228800,7.05,92.95
DJI_DateTime_2024_06_04_11_14_0187_lat_10.3002434_lon_105.2715297_alt_20.192m.png,103700,1228800,8.44,91.56
DJI_DateTime_2024_06_04_11_14_0188_lat_10.3002636_lon_105.2714844_alt_20.210m.png,101813,1228800,8.29,91.71
DJI_DateTime_2024_06_04_11_14_0189_lat_10.3002840_lon_105.2714384_alt_20.212m.png,93936,1228800,7.64,92.36
